tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,director,language,mood
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,,201,"Adventure,Drama,Fantasy",9.0,2134438,nm0001392,Urdu,"Magical,Adventurous,Thought-Provoking"
tt0088763,movie,Back to the Future,Back to the Future,0,1985,,116,"Adventure,Comedy,Sci-Fi",8.5,1430078,nm0000709,Malayalam,"Fun,Mind-Bending,Light-Hearted"
tt2015381,movie,Guardians of the Galaxy,Guardians of the Galaxy,0,2014,,121,"Action,Adventure,Comedy",8.0,1347973,nm0348181,Tamil,"Fun,Action-Packed,Light-Hearted"
tt0434409,movie,V for Vendetta,V for Vendetta,0,2005,,132,"Action,Drama,Sci-Fi",8.1,1236281,nm0574625,Hindi,"Action-Packed,Mind-Bending,Thought-Provoking"
tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,,131,"Action,Adventure,Fantasy",8.3,1194791,nm0549658,Hindi,"Magical,Action-Packed,Adventurous"
tt0338013,movie,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,0,2004,,108,"Drama,Romance,Sci-Fi",8.3,1166933,nm0327273,Hindi,"Mind-Bending,Romantic,Thought-Provoking"
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,,135,"Biography,Drama,Mystery",8.2,1043956,nm0000165,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt3659388,movie,The Martian,The Martian,0,2015,,144,"Adventure,Drama,Sci-Fi",8.0,993352,nm0000631,Hindi,"Mind-Bending,Adventurous,Thought-Provoking"
tt0060196,movie,"The Good, the Bad and the Ugly","Il buono, il brutto, il cattivo",0,1966,,178,"Adventure,Drama,Western",8.8,881121,nm0001466,Hindi,"Classic,Adventurous,Thought-Provoking"
tt1392170,movie,The Hunger Games,The Hunger Games,0,2012,,142,"Action,Adventure,Sci-Fi",7.2,1068806,nm0002657,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt1663202,movie,The Revenant,The Revenant,0,2015,,156,"Adventure,Drama,Western",8.0,935624,nm0327944,Hindi,"Classic,Adventurous,Thought-Provoking"
tt1010048,movie,Slumdog Millionaire,Slumdog Millionaire,0,2008,,120,"Crime,Drama,Romance",8.0,905186,nm0000965,Malayalam,"Gritty,Romantic,Intense"
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,,152,"Adventure,Family,Fantasy",7.7,936651,nm0001060,Tamil,"Epic,Heartwarming,Adventurous"
tt1119646,movie,The Hangover,The Hangover,0,2009,,100,Comedy,7.7,915982,nm0680846,Hindi,"Light-Hearted,Fun"
tt0097576,movie,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,0,1989,,127,"Action,Adventure,Fantasy",8.2,855925,nm0000229,Malayalam,"Magical,Action-Packed,Adventurous"
tt2084970,movie,The Imitation Game,The Imitation Game,0,2014,,114,"Biography,Drama,Thriller",8.0,869646,nm0878763,Hindi,"Inspiring,Suspenseful,Intense"
tt0378194,movie,Kill Bill: Vol. 2,Kill Bill: Vol. 2,0,2004,,137,"Action,Crime,Thriller",8.0,858771,nm0000233,Hindi,"Gritty,Action-Packed,Suspenseful"
tt0458339,movie,Captain America: The First Avenger,Captain America: The First Avenger,0,2011,,124,"Action,Adventure,Sci-Fi",6.9,955832,nm0002653,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt2024544,movie,12 Years a Slave,12 Years a Slave,0,2013,,134,"Biography,Drama,History",8.1,779159,nm2588606,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt3896198,movie,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,0,2017,,136,"Action,Adventure,Comedy",7.6,817621,nm0348181,Hindi,"Fun,Action-Packed,Light-Hearted"
tt0457430,movie,Pan's Labyrinth,El laberinto del fauno,0,2006,,118,"Drama,Fantasy,War",8.2,740892,nm0868219,Hindi,"Magical,Intense,Heroic"
tt2802144,movie,Kingsman: The Secret Service,Kingsman: The Secret Service,0,2014,,129,"Action,Adventure,Comedy",7.7,768871,nm0891216,Hindi,"Fun,Action-Packed,Light-Hearted"
tt3748528,movie,Rogue One: A Star Wars Story,Rogue One,0,2016,,133,"Action,Adventure,Sci-Fi",7.8,745575,nm2284484,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt0421715,movie,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,0,2008,,166,"Drama,Fantasy,Romance",7.8,737895,nm0000399,Hindi,"Magical,Romantic,Thought-Provoking"
tt0454876,movie,Life of Pi,Life of Pi,0,2012,,127,"Adventure,Drama,Fantasy",7.9,694806,nm0000487,Hindi,"Magical,Adventurous,Thought-Provoking"
tt2119532,movie,Hacksaw Ridge,Hacksaw Ridge,0,2016,,139,"Biography,Drama,History",8.1,666386,nm0000154,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0114746,movie,12 Monkeys,Twelve Monkeys,0,1995,,129,"Mystery,Sci-Fi,Thriller",8.0,674154,nm0000416,Hindi,"Mysterious,Suspenseful,Mind-Bending"
tt2562232,movie,Birdman or (The Unexpected Virtue of Ignorance),Birdman or (The Unexpected Virtue of Ignorance),0,2014,,119,"Comedy,Drama",7.7,693013,nm0327944,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0332280,movie,The Notebook,The Notebook,0,2004,,123,"Drama,Romance",7.8,675990,nm0001024,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",0,1998,,107,"Comedy,Crime",8.1,645511,nm0005363,Hindi,"Light-Hearted,Intense,Gritty"
tt0936501,movie,Taken,Taken,0,2008,,90,"Action,Crime,Thriller",7.7,666212,nm0603628,Hindi,"Gritty,Action-Packed,Suspenseful"
tt0097165,movie,Dead Poets Society,Dead Poets Society,0,1989,,128,"Comedy,Drama",8.1,631794,nm0001837,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0454921,movie,The Pursuit of Happyness,The Pursuit of Happyness,0,2006,,117,"Biography,Drama",8.0,610675,nm0610831,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt1323594,movie,Despicable Me,Despicable Me,0,2010,,95,"Adventure,Animation,Comedy",7.6,624934,nm1853544,Hindi,"Whimsical,Fun,Light-Hearted"
tt1219289,movie,Limitless,Limitless,0,2011,,105,"Sci-Fi,Thriller",7.4,640753,nm1139726,Hindi,"Intense,Suspenseful,Mind-Bending"
tt1659337,movie,The Perks of Being a Wallflower,The Perks of Being a Wallflower,0,2012,,103,Drama,7.9,586253,nm0154716,Hindi,"Thought-Provoking,Emotional"
tt1343092,movie,The Great Gatsby,The Great Gatsby,0,2013,,143,"Drama,Romance",7.2,635602,nm0525303,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0332452,movie,Troy,Troy,0,2004,,163,"Action,Adventure,Drama",7.3,608411,nm0000583,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt0087469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,,118,"Action,Adventure",7.5,562939,nm0000229,Malayalam,"Epic,Action-Packed,Thrilling"
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,,113,"Drama,Sci-Fi,Thriller",7.6,550782,nm0107774,Hindi,"Suspenseful,Mind-Bending,Intense"
tt1596363,movie,The Big Short,The Big Short,0,2015,,130,"Biography,Comedy,Drama",7.8,530302,nm0570912,Hindi,"Fun,Inspiring,Light-Hearted"
tt0398286,movie,Tangled,Tangled,0,2010,,100,"Adventure,Animation,Comedy",7.7,537068,nm1977355,Hindi,"Whimsical,Fun,Light-Hearted"
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,,108,"Action,Mystery,Thriller",7.7,508588,nm0339030,Hindi,"Mysterious,Action-Packed,Suspenseful"
tt0780536,movie,In Bruges,In Bruges,0,2008,,107,"Comedy,Crime,Drama",7.9,488525,nm1732981,Hindi,"Gritty,Fun,Light-Hearted"
tt3170832,movie,Room,Room,0,2015,,118,"Drama,Thriller",8.1,476409,nm1049433,Hindi,"Thought-Provoking,Emotional,Suspenseful"
tt2103281,movie,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,0,2014,,130,"Action,Adventure,Drama",7.6,507750,nm0716257,Tamil,"Action-Packed,Adventurous,Thought-Provoking"
tt0367594,movie,Charlie and the Chocolate Factory,Charlie and the Chocolate Factory,0,2005,,115,"Adventure,Comedy,Family",6.7,565149,nm0000318,Hindi,"Fun,Light-Hearted,Adventurous"
tt1790864,movie,The Maze Runner,The Maze Runner,0,2014,,113,"Action,Mystery,Sci-Fi",6.8,553715,nm1226871,Hindi,"Mind-Bending,Mysterious,Action-Packed"
tt1515091,movie,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,0,2011,,129,"Action,Adventure,Mystery",7.4,498935,nm0005363,Hindi,"Mysterious,Action-Packed,Adventurous"
tt0083866,movie,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,0,1982,,115,"Adventure,Family,Sci-Fi",7.9,466767,nm0000229,Marathi,"Epic,Heartwarming,Adventurous"
tt0458352,movie,The Devil Wears Prada,The Devil Wears Prada,0,2006,,109,"Comedy,Drama",7.0,520230,nm0291205,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt1951265,movie,The Hunger Games: Mockingjay - Part 1,The Hunger Games: Mockingjay - Part 1,0,2014,,123,"Action,Adventure,Sci-Fi",6.6,539126,nm1349376,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt0120616,movie,The Mummy,The Mummy,0,1999,,124,"Action,Adventure,Fantasy",7.1,494400,nm0814085,Hindi,"Magical,Action-Packed,Adventurous"
tt5580390,movie,The Shape of Water,The Shape of Water,0,2017,,123,"Drama,Fantasy,Romance",7.3,470730,nm0868219,Hindi,"Magical,Romantic,Thought-Provoking"
tt0217869,movie,Unbreakable,Unbreakable,0,2000,,106,"Drama,Mystery,Sci-Fi",7.3,464198,nm0796117,Bengali,"Thought-Provoking,Emotional,Mind-Bending"
tt1217209,movie,Brave,Brave,0,2012,,93,"Action,Adventure,Animation",7.1,473582,nm0028764,Hindi,"Whimsical,Fun,Action-Packed"
tt0081398,movie,Raging Bull,Raging Bull,0,1980,,129,"Biography,Drama,Sport",8.1,405599,nm0000217,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0388795,movie,Brokeback Mountain,Brokeback Mountain,0,2005,,134,"Drama,Romance",7.7,411873,nm0000487,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0964517,movie,The Fighter,The Fighter,0,2010,,116,"Action,Biography,Drama",7.8,405017,nm0751102,Hindi,"Inspiring,Action-Packed,Thought-Provoking"
tt0315327,movie,Bruce Almighty,Bruce Almighty,0,2003,,101,"Comedy,Fantasy",6.8,464469,nm0001723,Hindi,"Light-Hearted,Epic,Magical"
tt0119567,movie,The Lost World: Jurassic Park,The Lost World: Jurassic Park,0,1997,,129,"Action,Adventure,Sci-Fi",6.6,472769,nm0000229,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt0077416,movie,The Deer Hunter,The Deer Hunter,0,1978,,183,"Drama,War",8.1,383426,nm0001047,Hindi,"Thought-Provoking,Emotional,Heroic"
tt0338751,movie,The Aviator,The Aviator,0,2004,,170,"Biography,Drama",7.5,403318,nm0000217,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt1245492,movie,This Is the End,This Is the End,0,2013,,107,"Comedy,Fantasy,Sci-Fi",6.6,451805,nm1698571,Hindi,"Magical,Fun,Mind-Bending"
tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,,108,"Adventure,Family,Fantasy",6.4,463936,nm0000318,Hindi,"Epic,Heartwarming,Adventurous"
tt0878804,movie,The Blind Side,The Blind Side,0,2009,,129,"Biography,Drama,Sport",7.6,382989,nm0359387,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0056592,movie,To Kill a Mockingbird,To Kill a Mockingbird,0,1962,,129,"Crime,Drama",8.3,349066,nm0612322,Hindi,"Emotional,Intense,Gritty"
tt1403865,movie,True Grit,True Grit,0,2010,,110,"Drama,Western",7.6,373591,nm0001053,Hindi,"Thought-Provoking,Emotional,Classic"
tt0343660,movie,50 First Dates,50 First Dates,0,2004,,99,"Comedy,Drama,Romance",6.8,408873,nm0781842,Hindi,"Fun,Romantic,Light-Hearted"
tt6763664,tvMiniSeries,The Haunting of Hill House,The Haunting of Hill House,0,2018,2018.0,60,"Drama,Horror,Mystery",8.5,322747,nm1093039,Hindi,"Dark,Mysterious,Thought-Provoking"
tt0478311,movie,Knocked Up,Knocked Up,0,2007,,129,"Comedy,Romance",6.9,396595,nm0031976,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,,107,"Adventure,Comedy,Crime",7.7,348394,nm0001054,Hindi,"Gritty,Fun,Light-Hearted"
tt0359950,movie,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,0,2013,,114,"Adventure,Comedy,Drama",7.3,366240,nm0001774,Hindi,"Fun,Light-Hearted,Adventurous"
tt1193138,movie,Up in the Air,Up in the Air,0,2009,,109,"Comedy,Drama,Romance",7.4,358953,nm0718646,Hindi,"Fun,Romantic,Light-Hearted"
tt0381849,movie,3:10 to Yuma,3:10 to Yuma,0,2007,,122,"Action,Crime,Drama",7.6,348615,nm0003506,Hindi,"Gritty,Action-Packed,Intense"
tt0212338,movie,Meet the Parents,Meet the Parents,0,2000,,108,"Comedy,Romance",7.0,374915,nm0005366,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt3682448,movie,Bridge of Spies,Bridge of Spies,0,2015,,142,"Drama,History,Thriller",7.6,341995,nm0000229,Hindi,"Thought-Provoking,Emotional,Suspenseful"
tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0,2015,,116,"Action,Adventure,Comedy",7.2,353881,nm0005363,Hindi,"Fun,Action-Packed,Light-Hearted"
tt0381681,movie,Before Sunset,Before Sunset,0,2004,,80,"Drama,Romance",8.1,310782,nm0000500,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0103776,movie,Batman Returns,Batman Returns,0,1992,,126,"Action,Crime,Fantasy",7.1,347393,nm0000318,Bengali,"Gritty,Magical,Action-Packed"
tt1981677,movie,Pitch Perfect,Pitch Perfect,0,2012,,112,"Comedy,Music,Romance",7.1,347320,nm0601337,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt1442449,tvSeries,Spartacus,Spartacus,0,2010,2013.0,60,"Action,Adventure,Biography",8.4,292702,nm1168394,Hindi,"Inspiring,Action-Packed,Adventurous"
tt0099348,movie,Dances with Wolves,Dances with Wolves,0,1990,,181,"Adventure,Drama,Western",8.0,306860,nm0000126,Hindi,"Classic,Adventurous,Thought-Provoking"
tt0129387,movie,There's Something About Mary,There's Something About Mary,0,1998,,119,"Comedy,Romance",7.1,345666,nm0125803,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt9603212,movie,Mission: Impossible - Dead Reckoning Part One,Mission: Impossible - Dead Reckoning Part One,0,2023,,163,"Action,Adventure,Thriller",7.6,320446,nm0003160,Telugu,"Suspenseful,Action-Packed,Intense"
tt1320253,movie,The Expendables,The Expendables,0,2010,,103,"Action,Adventure,Thriller",6.4,377875,nm0000230,Hindi,"Suspenseful,Action-Packed,Intense"
tt2674426,movie,Me Before You,Me Before You,0,2016,,110,"Drama,Romance",7.4,325836,nm4824763,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0104257,movie,A Few Good Men,A Few Good Men,0,1992,,138,"Drama,Thriller",7.7,312520,nm0001661,Bengali,"Thought-Provoking,Emotional,Suspenseful"
tt1016150,movie,All Quiet on the Western Front,Im Westen nichts Neues,0,2022,,148,"Drama,History,War",7.8,307055,nm0074163,Hindi,"Thought-Provoking,Emotional,Heroic"
tt0432283,movie,Fantastic Mr. Fox,Fantastic Mr. Fox,0,2009,,87,"Adventure,Animation,Comedy",7.9,299132,nm0027572,Hindi,"Whimsical,Fun,Light-Hearted"
tt1245526,movie,RED,RED,0,2010,,111,"Action,Comedy,Crime",7.0,336510,nm0777881,Hindi,"Gritty,Fun,Action-Packed"
tt0838283,movie,Step Brothers,Step Brothers,0,2008,,98,Comedy,6.9,337670,nm0570912,Hindi,"Light-Hearted,Fun"
tt0800039,movie,Forgetting Sarah Marshall,Forgetting Sarah Marshall,0,2008,,111,"Comedy,Drama,Romance",7.1,317577,nm0831557,Hindi,"Fun,Romantic,Light-Hearted"
tt3040964,movie,The Jungle Book,The Jungle Book,0,2016,,106,"Action,Adventure,Animation",7.3,303557,nm0269463,Hindi,"Whimsical,Fun,Action-Packed"
tt1478338,movie,Bridesmaids,Bridesmaids,0,2011,,125,Comedy,6.8,322844,nm0082450,Hindi,"Light-Hearted,Fun"
tt2361509,movie,The Intern,The Intern,0,2015,,121,"Comedy,Drama",7.1,304690,nm0583600,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt1013752,movie,Fast & Furious,Fast & Furious,0,2009,,107,"Action,Thriller",6.5,331485,nm0510912,Tamil,"Intense,Action-Packed,Thrilling"
tt4123430,movie,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,0,2018,,134,"Adventure,Family,Fantasy",6.5,328416,nm0946734,Hindi,"Epic,Heartwarming,Adventurous"
tt0087800,movie,A Nightmare on Elm Street,A Nightmare on Elm Street,0,1984,,91,Horror,7.4,287652,nm0000127,Hindi,"Dark,Scary"
tt0119643,movie,Meet Joe Black,Meet Joe Black,0,1998,,178,"Drama,Fantasy,Romance",7.2,295327,nm0000976,Hindi,"Magical,Romantic,Thought-Provoking"
tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,,104,"Comedy,Family,Fantasy",6.4,330306,nm0000165,Hindi,"Magical,Fun,Light-Hearted"
tt0824747,movie,Changeling,Changeling,0,2008,,141,"Biography,Crime,Drama",7.7,273614,nm0000142,Hindi,"Gritty,Inspiring,Intense"
tt0353969,movie,Memories of Murder,Salinui chueok,0,2003,,132,"Crime,Drama,Mystery",8.1,258648,nm0094435,Hindi,"Gritty,Mysterious,Intense"
tt0765443,movie,Eastern Promises,Eastern Promises,0,2007,,100,"Crime,Drama,Thriller",7.6,275288,nm0000343,Hindi,"Gritty,Suspenseful,Intense"
tt3402236,movie,Murder on the Orient Express,Murder on the Orient Express,0,2017,,114,"Comedy,Crime,Drama",6.5,318134,nm0000110,Hindi,"Gritty,Fun,Light-Hearted"
tt1386588,movie,The Other Guys,The Other Guys,0,2010,,107,"Action,Comedy,Crime",6.7,306231,nm0570912,Hindi,"Gritty,Fun,Action-Packed"
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,0,2000,,118,"Action,Crime,Thriller",6.5,307697,nm0784061,Hindi,"Gritty,Action-Packed,Suspenseful"
tt0058461,movie,A Fistful of Dollars,Per un pugno di dollari,0,1964,,99,"Drama,Western",7.9,250465,nm0001466,Hindi,"Thought-Provoking,Emotional,Classic"
tt0825232,movie,The Bucket List,The Bucket List,0,2007,,97,"Adventure,Comedy,Drama",7.3,269872,nm0001661,Hindi,"Fun,Light-Hearted,Adventurous"
tt1385826,movie,The Adjustment Bureau,The Adjustment Bureau,0,2011,,106,"Crime,Drama,Mystery",7.0,280490,nm1079776,Hindi,"Gritty,Mysterious,Intense"
tt0290002,movie,Meet the Fockers,Meet the Fockers,0,2004,,115,"Comedy,Romance",6.4,300125,nm0005366,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,,138,"Action,Adventure,Drama",7.5,252712,nm0001837,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt1212450,movie,Lawless,Lawless,0,2012,,116,"Biography,Crime,Drama",7.2,261342,nm0384825,Hindi,"Gritty,Inspiring,Intense"
tt0988824,tvSeries,Naruto: Shippuden,Naruto: Shippûden,0,2007,2017.0,24,"Action,Adventure,Animation",8.7,214071,nm1618147,Hindi,"Whimsical,Fun,Action-Packed"
tt1959563,movie,The Hitman's Bodyguard,The Hitman's Bodyguard,0,2017,,118,"Action,Comedy,Crime",6.9,260463,nm0400850,Hindi,"Gritty,Fun,Action-Packed"
tt2338151,movie,PK,PK,0,2014,,153,"Comedy,Drama,Musical",8.1,219840,nm0386246,Hindi,"Fun,Light-Hearted,Uplifting"
tt0338348,movie,The Polar Express,The Polar Express,0,2004,,100,"Adventure,Animation,Family",6.6,268959,nm0000709,Hindi,"Whimsical,Fun,Adventurous"
tt0758774,movie,Body of Lies,Body of Lies,0,2008,,128,"Action,Drama,Thriller",7.0,248857,nm0000631,Hindi,"Action-Packed,Suspenseful,Intense"
tt0465234,movie,National Treasure: Book of Secrets,National Treasure: Book of Secrets,0,2007,,124,"Action,Adventure,Mystery",6.5,265234,nm0005509,Hindi,"Mysterious,Action-Packed,Adventurous"
tt1588173,movie,Warm Bodies,Warm Bodies,0,2013,,98,"Comedy,Horror,Romance",6.8,253517,nm1349522,Hindi,"Dark,Fun,Romantic"
tt0430922,movie,Role Models,Role Models,0,2008,,99,Comedy,6.8,250263,nm0906476,Hindi,"Light-Hearted,Fun"
tt2463208,movie,The Adam Project,The Adam Project,0,2022,,106,"Action,Adventure,Comedy",6.7,253980,nm0506613,Hindi,"Fun,Action-Packed,Light-Hearted"
tt4513678,movie,Ghostbusters: Afterlife,Ghostbusters: Afterlife,0,2021,,124,"Adventure,Comedy,Fantasy",7.0,238381,nm0718646,Hindi,"Magical,Fun,Light-Hearted"
tt1599348,movie,Safe House,Safe House,0,2012,,115,"Action,Thriller",6.7,247886,nm1174251,Hindi,"Intense,Action-Packed,Thrilling"
tt0107207,movie,In the Name of the Father,In the Name of the Father,0,1993,,133,"Biography,Crime,Drama",8.1,200881,nm0006487,Hindi,"Gritty,Inspiring,Intense"
tt0106677,movie,Dazed and Confused,Dazed and Confused,0,1993,,103,Comedy,7.6,214061,nm0000500,Hindi,"Light-Hearted,Fun"
tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,,137,"Action,Adventure,Thriller",6.4,253898,nm0500610,Kannada,"Suspenseful,Action-Packed,Intense"
tt1210819,movie,The Lone Ranger,The Lone Ranger,0,2013,,150,"Action,Adventure,Drama",6.4,251524,nm0893659,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt0082694,movie,The Road Warrior,Mad Max 2,0,1981,,96,"Action,Adventure,Sci-Fi",7.6,211375,nm0004306,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt4016934,movie,The Handmaiden,Ah-ga-ssi,0,2016,,145,"Drama,Romance,Thriller",8.1,197913,nm0661791,Hindi,"Suspenseful,Romantic,Intense"
tt0356150,movie,EuroTrip,EuroTrip,0,2004,,92,Comedy,6.6,240747,nm0769840,Hindi,"Light-Hearted,Fun"
tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,,108,"Comedy,Romance",6.2,253681,nm0718645,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt0455590,movie,The Last King of Scotland,The Last King of Scotland,0,2006,,123,"Biography,Drama,History",7.6,204330,nm0531817,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0104691,movie,The Last of the Mohicans,The Last of the Mohicans,0,1992,,112,"Action,Adventure,Drama",7.6,203799,nm0000520,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,0,2008,,150,"Action,Adventure,Family",6.5,237278,nm0011470,Hindi,"Action-Packed,Adventurous,Heartwarming"
tt1321870,movie,Gangster Squad,Gangster Squad,0,2013,,113,"Action,Crime,Drama",6.7,227944,nm0281508,Hindi,"Gritty,Action-Packed,Intense"
tt0074958,movie,Network,Network,0,1976,,121,Drama,8.1,183863,nm0001486,Hindi,"Thought-Provoking,Emotional"
tt1560220,movie,Zombieland: Double Tap,Zombieland: Double Tap,0,2019,,99,"Action,Comedy,Horror",6.7,222047,nm0281508,Hindi,"Dark,Fun,Action-Packed"
tt0307901,movie,25th Hour,25th Hour,0,2002,,135,Drama,7.6,190440,nm0000490,Hindi,"Thought-Provoking,Emotional"
tt2053463,movie,Side Effects,Side Effects,0,2013,,106,"Crime,Drama,Mystery",7.1,203804,nm0001752,Hindi,"Gritty,Mysterious,Intense"
tt0371724,movie,The Hitchhiker's Guide to the Galaxy,The Hitchhiker's Guide to the Galaxy,0,2005,,109,"Adventure,Comedy,Sci-Fi",6.7,215806,nm1134029,Hindi,"Fun,Mind-Bending,Light-Hearted"
tt0106489,movie,A Bronx Tale,A Bronx Tale,0,1993,,121,"Crime,Drama",7.8,180851,nm0000134,Hindi,"Emotional,Intense,Gritty"
tt0119081,movie,Event Horizon,Event Horizon,0,1997,,96,"Horror,Sci-Fi,Thriller",6.6,211728,nm0027271,Malayalam,"Dark,Suspenseful,Mind-Bending"
tt0133152,movie,Planet of the Apes,Planet of the Apes,0,2001,,120,"Action,Adventure,Sci-Fi",5.7,240604,nm0000318,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt1355683,movie,Black Mass,Black Mass,0,2015,,123,"Biography,Crime,Drama",6.8,201125,nm0178376,Hindi,"Gritty,Inspiring,Intense"
tt7146812,movie,Onward,Onward,0,2020,,102,"Adventure,Animation,Comedy",7.4,183928,nm0768959,Hindi,"Whimsical,Fun,Light-Hearted"
tt0398165,movie,The Longest Yard,The Longest Yard,0,2005,,113,"Comedy,Crime,Sport",6.4,208857,nm0781842,Hindi,"Gritty,Fun,Inspiring"
tt13016388,tvSeries,3 Body Problem,3 Body Problem,0,2024,,60,"Adventure,Drama,Fantasy",7.5,175426,nm0687964,Hindi,"Magical,Adventurous,Thought-Provoking"
tt7657566,movie,Death on the Nile,Death on the Nile,0,2022,,127,"Crime,Drama,Mystery",6.3,207281,nm0000110,Hindi,"Gritty,Mysterious,Intense"
tt4779682,movie,The Meg,The Meg,0,2018,,113,"Action,Horror,Sci-Fi",5.7,225014,nm0005509,Bengali,"Dark,Action-Packed,Mind-Bending"
tt10574558,tvMiniSeries,Midnight Mass,Midnight Mass,0,2021,2021.0,60,"Drama,Fantasy,Horror",7.7,165523,nm1093039,Hindi,"Dark,Magical,Thought-Provoking"
tt1139328,movie,The Ghost Writer,The Ghost Writer,0,2010,,128,"Crime,Drama,Mystery",7.2,176010,nm0000591,Hindi,"Gritty,Mysterious,Intense"
tt14403178,tvSeries,Beef,Beef,0,2023,,30,"Comedy,Drama",8.0,158397,nm1500577,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt1231587,movie,Hot Tub Time Machine,Hot Tub Time Machine,0,2010,,99,"Comedy,Sci-Fi",6.4,196324,nm0684336,Hindi,"Light-Hearted,Mind-Bending,Fun"
tt1568911,movie,War Horse,War Horse,0,2011,,146,"Adventure,Drama,War",7.2,171835,nm0000229,Hindi,"Intense,Heroic,Adventurous"
tt0918940,movie,The Legend of Tarzan,The Legend of Tarzan,0,2016,,110,"Action,Adventure,Drama",6.2,196351,nm0946734,Tamil,"Action-Packed,Adventurous,Thought-Provoking"
tt0805564,movie,Lars and the Real Girl,Lars and the Real Girl,0,2007,,106,"Comedy,Drama,Romance",7.3,165588,nm0318916,Hindi,"Fun,Romantic,Light-Hearted"
tt0107120,movie,Hocus Pocus,Hocus Pocus,0,1993,,96,"Comedy,Family,Fantasy",6.9,171495,nm0650905,Hindi,"Magical,Fun,Light-Hearted"
