tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,director,language,mood
tt1374992,movie,Upside Down,Upside Down,0,2012,,109,"Drama,Romance,Sci-Fi",6.3,75562,nm0812626,Hindi,"Mind-Bending,Romantic,Thought-Provoking"
tt1291570,movie,Solace,Solace,0,2015,,101,"Crime,Drama,Mystery",6.4,73305,nm4139472,Hindi,"Gritty,Mysterious,Intense"
tt0383126,tvSeries,MythBusters,MythBusters,0,2003,2018.0,44,"Documentary,Mystery,Reality-TV",8.3,56461,nm1535835,Hindi,"Mysterious,Educational"
tt15255288,movie,Murder Mystery 2,Murder Mystery 2,0,2023,,89,"Action,Adventure,Comedy",5.7,81843,nm1275670,Hindi,"Fun,Action-Packed,Light-Hearted"
tt7510222,movie,Despicable Me 4,Despicable Me 4,0,2024,,94,"Adventure,Animation,Comedy",6.2,74821,nm0719208,Hindi,"Whimsical,Fun,Light-Hearted"
tt4614584,movie,Purple Hearts,Purple Hearts,0,2022,,122,"Drama,Music,Romance",6.7,69018,nm0020491,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0130623,movie,Dinosaur,Dinosaur,0,2000,,82,"Adventure,Animation,Drama",6.4,72015,nm0500343,Hindi,"Whimsical,Fun,Adventurous"
tt3155298,movie,Luther: The Fallen Sun,Luther: The Fallen Sun,0,2023,,129,"Action,Crime,Drama",6.4,71575,nm0668350,Hindi,"Gritty,Action-Packed,Intense"
tt8740614,tvMiniSeries,The Residence,The Residence,0,2025,2025.0,50,"Comedy,Crime,Drama",7.7,58474,nm1637785,Hindi,"Gritty,Fun,Light-Hearted"
tt0296310,tvSeries,The Blue Planet,The Blue Planet,0,2001,2001.0,50,Documentary,9.0,49667,nm0288144,Hindi,Educational
tt0102945,movie,Sleeping with the Enemy,Sleeping with the Enemy,0,1991,,99,"Drama,Thriller",6.3,70488,nm0747849,Hindi,"Thought-Provoking,Emotional,Suspenseful"
tt0243736,movie,40 Days and 40 Nights,40 Days and 40 Nights,0,2002,,96,"Comedy,Romance",5.6,78113,nm0499724,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt0296042,movie,Ichi the Killer,Koroshiya 1,0,2001,,129,"Action,Crime,Drama",6.9,63360,nm0586281,Hindi,"Gritty,Action-Packed,Intense"
tt13911628,tvMiniSeries,Lessons in Chemistry,Lessons in Chemistry,0,2023,2023.0,48,Drama,8.2,53050,nm1232262,Hindi,"Thought-Provoking,Emotional"
tt0074896,movie,The Message,The Message,0,1976,,177,"Biography,Drama,History",8.1,53440,nm0002160,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt6306064,movie,Adrift,Adrift,0,2018,,96,"Action,Adventure,Biography",6.6,65463,nm0466349,Hindi,"Inspiring,Action-Packed,Adventurous"
tt0092324,tvSeries,Blackadder the Third,Blackadder the Third,0,1987,1987.0,30,Comedy,8.6,50147,nm0282064,Hindi,"Light-Hearted,Fun"
tt2106361,movie,Into the Storm,Into the Storm,0,2014,,89,"Action,Adventure,Drama",5.8,73869,nm0702797,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt0477139,movie,Wristcutters: A Love Story,Wristcutters: A Love Story,0,2006,,88,"Comedy,Drama,Fantasy",7.2,59382,nm1058247,Hindi,"Magical,Fun,Light-Hearted"
tt0456144,movie,Lage Raho Munna Bhai,Lage Raho Munna Bhai,0,2006,,144,"Comedy,Drama,Romance",8.0,52961,nm0386246,Hindi,"Fun,Romantic,Light-Hearted"
tt0084707,movie,Sophie's Choice,Sophie's Choice,0,1982,,150,"Drama,Romance",7.5,56345,nm0001587,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt1289403,movie,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary & Potato Peel Pie Society,0,2018,,124,"Drama,Romance,War",7.3,57214,nm0001565,Hindi,"Romantic,Intense,Heroic"
tt0293715,movie,My Sassy Girl,Yeopgijeogin geunyeo,0,2001,,137,"Comedy,Drama,Romance",7.9,52551,nm1030706,Hindi,"Fun,Romantic,Light-Hearted"
tt5571734,movie,Pink,Pink,0,2016,,136,"Crime,Drama,Thriller",8.0,51715,nm2287772,Hindi,"Gritty,Suspenseful,Intense"
tt7985576,tvMiniSeries,The Serpent,The Serpent,0,2021,2021.0,60,"Crime,Drama,Thriller",7.6,54067,nm0378681,Hindi,"Gritty,Suspenseful,Intense"
tt2091935,movie,Mr. Right,Mr. Right,0,2015,,95,"Action,Comedy,Crime",6.3,65107,nm2161247,Hindi,"Gritty,Fun,Action-Packed"
tt1196141,movie,Diary of a Wimpy Kid,Diary of a Wimpy Kid,0,2010,,94,"Comedy,Drama,Family",6.3,64825,nm0294457,Hindi,"Fun,Light-Hearted,Thought-Provoking"
tt0061735,movie,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner,0,1967,,108,"Comedy,Drama",7.8,52254,nm0006452,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt16300962,movie,When Evil Lurks,Cuando acecha la maldad,0,2023,,99,Horror,6.9,58941,nm1899608,Hindi,"Dark,Scary"
tt0286788,movie,What a Girl Wants,What a Girl Wants,0,2003,,105,"Comedy,Drama,Family",5.8,70118,nm0330140,Hindi,"Fun,Light-Hearted,Thought-Provoking"
tt0069947,movie,The Day of the Jackal,The Day of the Jackal,0,1973,,143,"Crime,Drama,Thriller",7.8,52117,nm0003593,Hindi,"Gritty,Suspenseful,Intense"
tt1639426,movie,Udaan,Udaan,0,2010,,134,Drama,8.1,49474,nm0003939,Hindi,"Thought-Provoking,Emotional"
tt0285492,movie,Cube²: Hypercube,Cube 2: Hypercube,0,2002,,94,"Horror,Mystery,Sci-Fi",5.5,72666,nm0782900,Hindi,"Dark,Mysterious,Mind-Bending"
tt16539454,movie,Pushpa: The Rule - Part 2,Pushpa: The Rule - Part 2,0,2024,,201,"Action,Crime,Drama",6.1,65198,nm1335875,Bengali,"Gritty,Action-Packed,Intense"
tt3417422,movie,Drishyam,Drishyam,0,2013,,160,"Crime,Drama,Mystery",8.4,47299,nm2572228,Hindi,"Gritty,Mysterious,Intense"
tt0087298,movie,Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,0,1984,,91,"Horror,Thriller",6.0,65442,nm0957263,Hindi,"Dark,Intense,Suspenseful"
tt0125022,movie,Heartbreakers,Heartbreakers,0,2001,,123,"Comedy,Crime,Romance",6.3,61613,nm0592400,Hindi,"Gritty,Fun,Romantic"
tt0064505,movie,The Italian Job,The Italian Job,0,1969,,99,"Action,Comedy,Crime",7.2,53676,nm0172772,Hindi,"Gritty,Fun,Action-Packed"
tt13603966,movie,Heart of Stone,Heart of Stone,0,2023,,122,"Action,Crime,Thriller",5.7,67528,nm2197777,Hindi,"Gritty,Action-Packed,Suspenseful"
tt0124718,movie,He Got Game,He Got Game,0,1998,,136,"Drama,Sport",6.9,54376,nm0000490,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt1596345,movie,Pawn Sacrifice,Pawn Sacrifice,0,2014,,115,"Biography,Drama,History",7.0,53569,nm0001880,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt1896747,movie,Fly Me to the Moon,Fly Me to the Moon,0,2024,,132,"Comedy,Romance",6.6,56365,nm0075528,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt2395469,movie,Gully Boy,Gully Boy,0,2019,,154,"Drama,Music,Romance",7.9,46653,nm0015295,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0235918,tvSeries,The Fairly OddParents,The Fairly OddParents,0,2001,2017.0,30,"Adventure,Animation,Comedy",7.2,51155,nm1278937,Hindi,"Whimsical,Fun,Light-Hearted"
tt17220216,tvSeries,Monarch: Legacy of Monsters,Monarch: Legacy of Monsters,0,2023,,100,"Action,Adventure,Sci-Fi",7.0,51885,nm1659777,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt2932536,movie,47 Meters Down,47 Meters Down,0,2017,,89,"Horror,Mystery,Thriller",5.6,64712,nm1266897,Hindi,"Dark,Mysterious,Suspenseful"
tt5563334,movie,The Good Liar,The Good Liar,0,2019,,109,"Crime,Drama,Mystery",6.7,53835,nm0174374,Hindi,"Gritty,Mysterious,Intense"
tt0395843,tvSeries,CSI: NY,CSI: NY,0,2004,2013.0,43,"Action,Crime,Drama",7.0,51424,nm0047458,Hindi,"Gritty,Action-Packed,Intense"
tt0100404,movie,Presumed Innocent,Presumed Innocent,0,1990,,127,"Mystery,Thriller",6.9,51930,nm0001587,Hindi,"Mysterious,Suspenseful,Intense"
tt15257160,movie,Pain Hustlers,Pain Hustlers,0,2023,,123,"Crime,Drama",6.6,54125,nm0946734,Hindi,"Emotional,Intense,Gritty"
tt13327038,movie,Do Revenge,Do Revenge,0,2022,,118,"Comedy,Drama,Romance",6.3,56115,nm3066492,Hindi,"Fun,Romantic,Light-Hearted"
tt4326894,tvSeries,F Is for Family,F Is for Family,0,2015,2021.0,30,"Animation,Comedy,Drama",8.0,43936,nm0838556,Hindi,"Whimsical,Fun,Light-Hearted"
tt2837574,movie,The Old Man & the Gun,The Old Man & the Gun,0,2018,,93,"Biography,Comedy,Crime",6.7,52272,nm1108007,Hindi,"Gritty,Fun,Inspiring"
tt0191754,movie,28 Days,28 Days,0,2000,,103,"Comedy,Drama",6.1,57216,nm0858525,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt1244754,movie,Conviction,Conviction,0,2010,,107,"Biography,Crime,Drama",7.2,47943,nm0001282,Hindi,"Gritty,Inspiring,Intense"
tt1621045,movie,Think Like a Man,Think Like a Man,0,2012,,122,"Comedy,Romance",6.5,52429,nm1103162,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt2199711,movie,Vishwaroopam,Vishwaroopam,0,2013,,148,"Action,Thriller",7.9,43057,nm0352032,Hindi,"Intense,Action-Packed,Thrilling"
tt1172991,movie,The Company Men,The Company Men,0,2010,,104,Drama,6.7,50567,nm0920274,Hindi,"Thought-Provoking,Emotional"
tt0880578,movie,Untraceable,Untraceable,0,2008,,101,"Crime,Mystery,Thriller",6.2,54486,nm0387706,Hindi,"Mysterious,Intense,Gritty"
tt12324366,tvSeries,Percy Jackson and the Olympians,Percy Jackson and the Olympians,0,2023,,45,"Action,Adventure,Family",7.0,48104,nm0090386,Hindi,"Action-Packed,Adventurous,Heartwarming"
tt1086064,movie,Bill & Ted Face the Music,Bill & Ted Face the Music,0,2020,,91,"Adventure,Comedy,Music",5.9,56156,nm0661751,Hindi,"Light-Hearted,Epic,Adventurous"
tt3165612,movie,Sleeping with Other People,Sleeping with Other People,0,2015,,101,"Comedy,Drama,Romance",6.5,50882,nm2853516,Hindi,"Fun,Romantic,Light-Hearted"
tt0054167,movie,Peeping Tom,Peeping Tom,0,1960,,101,"Drama,Horror,Thriller",7.6,43252,nm0003836,Hindi,"Dark,Suspenseful,Intense"
tt0257756,movie,High Crimes,High Crimes,0,2002,,115,"Crime,Drama,Mystery",6.4,51157,nm0002083,Hindi,"Gritty,Mysterious,Intense"
tt3750872,movie,The Wife,The Wife,0,2017,,99,Drama,7.2,44828,nm0750275,Hindi,"Thought-Provoking,Emotional"
tt1321509,movie,Death at a Funeral,Death at a Funeral,0,2010,,92,"Comedy,Drama",5.7,56536,nm0001438,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0097162,movie,Dead Calm,Dead Calm,0,1989,,96,"Horror,Thriller",6.8,47305,nm0637518,Hindi,"Dark,Intense,Suspenseful"
tt3077214,movie,Suffragette,Suffragette,0,2015,,106,"Drama,History",6.9,46196,nm0310673,Hindi,"Thought-Provoking,Emotional"
tt0347473,movie,Main Hoon Na,Main Hoon Na,0,2004,,182,"Action,Comedy,Drama",7.1,44301,nm0007134,Hindi,"Fun,Action-Packed,Light-Hearted"
tt6485666,movie,Mersal,Mersal,0,2017,,172,"Action,Crime,Thriller",7.5,41691,nm5961051,Tamil,"Gritty,Action-Packed,Suspenseful"
tt0806203,movie,Carriers,Carriers,0,2009,,84,"Adventure,Drama,Horror",5.9,52779,nm0665041,Hindi,"Dark,Adventurous,Thought-Provoking"
tt9873892,movie,They Cloned Tyrone,They Cloned Tyrone,0,2023,,122,"Comedy,Mystery,Sci-Fi",6.6,46925,nm3541432,Hindi,"Light-Hearted,Mysterious,Mind-Bending"
tt9012876,tvSeries,Firefly Lane,Firefly Lane,0,2021,2023.0,100,"Drama,Romance",7.7,40047,nm1060984,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt0266465,movie,A Man Apart,A Man Apart,0,2003,,109,"Action,Crime,Drama",6.0,50974,nm0336620,Hindi,"Gritty,Action-Packed,Intense"
tt3735246,movie,Bajirao Mastani,Bajirao Mastani,0,2015,,158,"Action,Drama,History",7.3,41879,nm0080220,Hindi,"Thought-Provoking,Emotional,Action-Packed"
tt0103893,movie,Buffy the Vampire Slayer,Buffy the Vampire Slayer,0,1992,,86,"Action,Comedy,Fantasy",5.7,53300,nm0476900,Hindi,"Magical,Fun,Action-Packed"
tt0094608,movie,The Accused,The Accused,0,1988,,111,"Crime,Drama",7.1,42643,nm0438279,Hindi,"Emotional,Intense,Gritty"
tt3616916,movie,The Wave,Bølgen,0,2015,,105,"Action,Drama,Thriller",6.6,45870,nm1012385,Hindi,"Action-Packed,Suspenseful,Intense"
tt27989067,movie,Lust Stories 2,Lust Stories 2,0,2023,,132,"Drama,Romance",5.8,52002,nm2669564,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt4669788,movie,On the Basis of Sex,On the Basis of Sex,0,2018,,120,"Biography,Drama,History",7.1,41873,nm0001460,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt6873658,tvSeries,The Mechanism,O Mecanismo,0,2018,2019.0,45,"Crime,Drama,Thriller",8.0,37135,nm0695038,Hindi,"Gritty,Suspenseful,Intense"
tt0278435,movie,Enough,Enough,0,2002,,115,"Crime,Drama,Thriller",5.8,50693,nm0000776,Hindi,"Gritty,Suspenseful,Intense"
tt0096332,movie,The Unbearable Lightness of Being,The Unbearable Lightness of Being,0,1988,,171,"Drama,Romance",7.2,40394,nm0442241,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt14371878,movie,Lift,Lift,0,2024,,107,"Action,Comedy,Crime",5.6,51637,nm0336620,Hindi,"Gritty,Fun,Action-Packed"
tt2201227,tvMiniSeries,Stay Close,Stay Close,0,2021,2021.0,47,"Comedy,Crime,Drama",6.9,41872,nm1637821,Hindi,"Gritty,Fun,Light-Hearted"
tt2378507,movie,The Glass Castle,The Glass Castle,0,2017,,127,"Biography,Drama",7.1,40544,nm2308774,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt5935704,movie,Padmaavat,Padmaavat,0,2018,,163,"Drama,History,War",7.1,40125,nm0080220,Hindi,"Thought-Provoking,Emotional,Heroic"
tt7339248,movie,The Art of Self-Defense,The Art of Self-Defense,0,2019,,104,"Action,Comedy,Crime",6.6,43161,nm2720681,Hindi,"Gritty,Fun,Action-Packed"
tt0760329,movie,The Water Horse,The Water Horse,0,2007,,112,"Adventure,Family,Fantasy",6.4,44498,nm0751221,Hindi,"Epic,Heartwarming,Adventurous"
tt26936666,movie,Vettaiyan,Vettaiyan,0,2024,,163,"Action,Crime,Drama",6.9,41024,nm4377096,Hindi,"Gritty,Action-Packed,Intense"
tt0427954,movie,The Protector,Tom yum goong,0,2005,,111,"Action,Crime,Drama",7.0,40381,nm1272773,Hindi,"Gritty,Action-Packed,Intense"
tt12618926,movie,Parallel Mothers,Madres paralelas,0,2021,,123,Drama,7.1,39765,nm0000264,Hindi,"Thought-Provoking,Emotional"
tt0120255,movie,The Sweet Hereafter,The Sweet Hereafter,0,1997,,112,Drama,7.4,37974,nm0000382,Hindi,"Thought-Provoking,Emotional"
tt5001718,movie,"Everything, Everything","Everything, Everything",0,2017,,96,"Drama,Romance",6.3,44295,nm4907810,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt5354160,movie,Mirror Game,Aynabaji,0,2016,,147,"Crime,Mystery,Thriller",8.9,30868,nm2755490,Hindi,"Mysterious,Intense,Gritty"
tt6865690,movie,The Professor,The Professor,0,2018,,90,"Comedy,Drama",6.7,40665,nm7214191,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt1837703,movie,The Fifth Estate,The Fifth Estate,0,2013,,128,"Biography,Crime,Drama",6.2,43877,nm0174374,Hindi,"Gritty,Inspiring,Intense"
tt7268738,movie,Minnal Murali,Minnal Murali,0,2021,,158,"Action,Comedy,Drama",7.8,34662,nm7243877,Kannada,"Fun,Action-Packed,Light-Hearted"
tt2203308,movie,Aashiqui 2,Aashiqui 2,0,2013,,132,"Drama,Music,Musical",7.1,37695,nm1887138,Hindi,"Thought-Provoking,Emotional,Uplifting"
tt0252503,movie,Heist,Heist,0,2001,,109,"Action,Crime,Drama",6.5,41130,nm0000519,Hindi,"Gritty,Action-Packed,Intense"
tt0337692,movie,On the Road,On the Road,0,2012,,124,"Adventure,Drama,Romance",6.0,44556,nm0758574,Hindi,"Romantic,Adventurous,Thought-Provoking"
tt0077681,movie,The Hills Have Eyes,The Hills Have Eyes,0,1977,,90,"Horror,Thriller",6.3,42274,nm0000127,Hindi,"Dark,Intense,Suspenseful"
tt12987894,movie,American Murder: The Family Next Door,American Murder: The Family Next Door,0,2020,,83,"Crime,Documentary",7.2,36918,nm1850516,Hindi,"Intense,Gritty,Educational"
tt10720352,movie,Arthur the King,Arthur the King,0,2024,,107,"Adventure,Drama,Sport",7.0,37779,nm0148116,Hindi,"Inspiring,Adventurous,Thought-Provoking"
tt13449624,movie,Jug Jugg Jeeyo,Jug Jugg Jeeyo,0,2022,,148,"Comedy,Drama,Family",6.1,43322,nm3262433,Hindi,"Fun,Light-Hearted,Thought-Provoking"
tt2230358,movie,Curse of Chucky,Curse of Chucky,0,2013,,97,"Horror,Thriller",5.6,47168,nm0238841,Hindi,"Dark,Intense,Suspenseful"
tt2059171,movie,13 Sins,13 Sins,0,2014,,93,"Horror,Thriller",6.3,41709,nm0821844,Hindi,"Dark,Intense,Suspenseful"
tt0896872,movie,The Whistleblower,The Whistleblower,0,2010,,112,"Biography,Crime,Drama",7.1,36985,nm2326979,Hindi,"Gritty,Inspiring,Intense"
tt11097384,movie,Spaceman,Spaceman,0,2024,,107,"Adventure,Drama,Romance",5.7,46035,nm0719307,Hindi,"Romantic,Adventurous,Thought-Provoking"
tt0439662,movie,Fanaa,Fanaa,0,2006,,168,"Action,Drama,Romance",7.1,36775,nm0463316,Hindi,"Action-Packed,Romantic,Thought-Provoking"
tt0114887,movie,A Walk in the Clouds,A Walk in the Clouds,0,1995,,102,"Drama,Romance",6.7,38741,nm0000778,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt21027780,movie,Fallen Leaves,Kuolleet lehdet,0,2023,,81,"Comedy,Drama,Romance",7.3,35505,nm0442454,Hindi,"Fun,Romantic,Light-Hearted"
tt2438644,movie,Department Q: The Keeper of Lost Causes,Kvinden i buret,0,2013,,96,"Crime,Drama,Mystery",7.2,35848,nm1031708,Hindi,"Gritty,Mysterious,Intense"
tt9340860,movie,Let Him Go,Let Him Go,0,2020,,113,"Crime,Drama,Thriller",6.7,38299,nm0080120,Hindi,"Gritty,Suspenseful,Intense"
tt0800240,movie,Deception,Deception,0,2008,,107,"Crime,Drama,Mystery",6.0,42058,nm2251947,Hindi,"Gritty,Mysterious,Intense"
tt0089560,movie,Mask,Mask,0,1985,,120,"Biography,Drama",7.2,34734,nm0000953,Hindi,"Thought-Provoking,Emotional,Inspiring"
tt0377713,movie,Cube Zero,Cube Zero,0,2004,,97,"Drama,Mystery,Sci-Fi",5.6,44386,nm0053228,Hindi,"Thought-Provoking,Emotional,Mind-Bending"
tt0332136,movie,If Only,If Only,0,2004,,92,"Comedy,Drama,Fantasy",7.0,34998,nm0432627,Hindi,"Magical,Fun,Light-Hearted"
tt2935622,movie,The School for Good and Evil,The School for Good and Evil,0,2022,,147,"Action,Comedy,Drama",5.9,41284,nm0082450,Hindi,"Fun,Action-Packed,Light-Hearted"
tt1772288,movie,Danny Collins,Danny Collins,0,2015,,106,"Comedy,Drama,Music",7.0,34688,nm1557594,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt10676012,movie,To All the Boys: Always and Forever,To All the Boys: Always and Forever,0,2021,,116,"Comedy,Drama,Romance",6.3,38479,nm0277342,Hindi,"Fun,Romantic,Light-Hearted"
tt8385474,movie,A Dog's Journey,A Dog's Journey,0,2019,,109,"Adventure,Comedy,Drama",7.4,32269,nm0541562,Hindi,"Fun,Light-Hearted,Adventurous"
tt5460276,movie,Kaabil,Kaabil,0,2017,,139,"Action,Crime,Drama",7.2,32909,nm0348495,Tamil,"Gritty,Action-Packed,Intense"
tt9184986,tvSeries,Barbarians,Barbarians,0,2020,2022.0,100,"Action,Adventure,Drama",7.2,32883,nm1265673,Hindi,"Action-Packed,Adventurous,Thought-Provoking"
tt7547410,movie,Dora and the Lost City of Gold,Dora and the Lost City of Gold,0,2019,,102,"Action,Adventure,Comedy",6.1,38762,nm0090386,Hindi,"Fun,Action-Packed,Light-Hearted"
tt7294534,movie,Arjun Reddy,Arjun Reddy,0,2017,,182,"Drama,Romance",7.9,29895,nm9227039,Tamil,"Thought-Provoking,Emotional,Heartwarming"
tt0126170,tvSeries,Recess,Recess,0,1997,2001.0,23,"Adventure,Animation,Comedy",7.8,30155,nm0790746,Hindi,"Whimsical,Fun,Light-Hearted"
tt4156586,tvSeries,Permanent Roommates,Permanent Roommates,0,2014,2023.0,30,"Comedy,Romance",8.6,27336,nm6875639,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt5827916,movie,A Hidden Life,A Hidden Life,0,2019,,174,"Biography,Drama,Romance",7.4,31563,nm0000517,Hindi,"Inspiring,Romantic,Thought-Provoking"
tt0419058,movie,Phir Hera Pheri,Phir Hera Pheri,0,2006,,153,"Comedy,Crime",7.4,31527,nm0903423,Hindi,"Light-Hearted,Intense,Gritty"
tt2167266,movie,Tracks,Tracks,0,2013,,112,"Adventure,Biography,Drama",7.1,32849,nm0192845,Hindi,"Inspiring,Adventurous,Thought-Provoking"
tt9686790,movie,Shotgun Wedding,Shotgun Wedding,0,2022,,101,"Action,Comedy,Romance",5.5,42153,nm0601337,Hindi,"Fun,Action-Packed,Romantic"
tt1951181,movie,The Immigrant,The Immigrant,0,2013,,120,"Drama,Romance",6.6,34999,nm0336695,Hindi,"Thought-Provoking,Emotional,Heartwarming"
tt7605074,movie,The Wandering Earth,Liú Làng Dì Qiú,0,2019,,125,"Action,Adventure,Sci-Fi",5.9,38955,nm4914792,Hindi,"Action-Packed,Mind-Bending,Adventurous"
tt3179568,movie,"Men, Women & Children","Men, Women & Children",0,2014,,119,"Comedy,Drama",6.6,34680,nm0718646,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
tt0804516,movie,P2,P2,0,2007,,98,"Crime,Horror,Thriller",5.9,38779,nm0451076,Hindi,"Dark,Gritty,Suspenseful"
tt4925000,tvSeries,Descendants of the Sun,Taeyangeui huye,0,2016,2016.0,60,"Action,Comedy,Drama",8.2,27816,nm11105323,Hindi,"Fun,Action-Packed,Light-Hearted"
tt5523010,movie,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,0,2018,,99,"Adventure,Family,Fantasy",5.6,40216,nm0002120,Hindi,"Epic,Heartwarming,Adventurous"
tt0090021,movie,Silver Bullet,Silver Bullet,0,1985,,95,Horror,6.4,34991,nm0003733,Hindi,"Dark,Scary"
tt1821700,movie,To Strike,Waar,0,2013,,130,"Action,Crime,Drama",7.4,30092,nm2850440,Urdu,"Gritty,Action-Packed,Intense"
tt4273292,movie,Under the Shadow,Under the Shadow,0,2016,,84,"Drama,Fantasy,Horror",6.8,32216,nm2035118,Hindi,"Dark,Magical,Thought-Provoking"
tt5165344,movie,Rustom,Rustom,0,2016,,148,"Crime,Drama,Thriller",7.0,31088,nm4819186,Hindi,"Gritty,Suspenseful,Intense"
tt12235718,tvSeries,Hellbound,Jiok,0,2021,2024.0,25,"Crime,Drama,Fantasy",6.6,32730,nm3613566,Hindi,"Gritty,Magical,Intense"
tt1072748,movie,Winchester,Winchester,0,2018,,99,"Biography,Fantasy,Horror",5.5,39049,nm1294961,Hindi,"Dark,Magical,Inspiring"
tt0419843,movie,In the Land of Women,In the Land of Women,0,2007,,97,"Comedy,Drama,Romance",6.4,33475,nm0440459,Hindi,"Fun,Romantic,Light-Hearted"
tt0493459,movie,This Film Is Not Yet Rated,This Film Is Not Yet Rated,0,2006,,98,Documentary,7.4,28948,nm0225269,Hindi,Educational
tt5311542,movie,Never Look Away,Werk ohne Autor,0,2018,,189,"Biography,Drama,Romance",7.7,27788,nm0003697,Hindi,"Inspiring,Romantic,Thought-Provoking"
tt2070649,movie,Silenced,Do-ga-ni,0,2011,,125,"Crime,Drama,Thriller",8.0,26594,nm1375363,Hindi,"Gritty,Suspenseful,Intense"
tt2582502,movie,Fathers & Daughters,Fathers & Daughters,0,2015,,116,Drama,7.0,30336,nm0610831,Hindi,"Thought-Provoking,Emotional"
tt6967980,movie,Seeking True Love,Bareilly Ki Barfi,0,2017,,116,"Comedy,Romance",7.5,28284,nm6436658,Hindi,"Light-Hearted,Romantic,Heartwarming"
tt0414853,movie,Barnyard,Barnyard,0,2006,,90,"Adventure,Animation,Comedy",5.6,37872,nm0644203,Malayalam,"Whimsical,Fun,Light-Hearted"
tt3626476,movie,Vacation Friends,Vacation Friends,0,2021,,103,"Adventure,Comedy",6.3,33443,nm0850774,Hindi,"Light-Hearted,Epic,Adventurous"
tt4981966,movie,24,24,0,2016,,164,"Action,Comedy,Drama",7.9,26211,nm1653460,Hindi,"Fun,Action-Packed,Light-Hearted"
tt20115766,movie,Knox Goes Away,Knox Goes Away,0,2023,,114,"Crime,Thriller",7.0,29512,nm0000474,Hindi,"Intense,Gritty,Suspenseful"
tt1598642,movie,Z for Zachariah,Z for Zachariah,0,2015,,98,"Drama,Romance,Sci-Fi",6.0,34315,nm0957505,Hindi,"Mind-Bending,Romantic,Thought-Provoking"
tt0422401,movie,Hatchet,Hatchet,0,2006,,93,"Comedy,Horror,Thriller",5.7,35858,nm1697112,Hindi,"Dark,Fun,Suspenseful"
tt1334553,movie,The Perfect Host,The Perfect Host,0,2010,,93,"Comedy,Crime,Thriller",6.7,30482,nm1204442,Hindi,"Gritty,Fun,Suspenseful"
tt2855648,movie,Madras Cafe,Madras Cafe,0,2013,,130,"Action,Drama,Thriller",7.6,26541,nm1999473,Hindi,"Action-Packed,Suspenseful,Intense"
tt6826438,movie,Parmanu: The Story of Pokhran,Parmanu: The Story of Pokhran,0,2018,,129,"Action,Drama,History",7.6,26517,nm0788855,Hindi,"Thought-Provoking,Emotional,Action-Packed"
tt5959980,movie,Vada Chennai,Vada Chennai,0,2018,,164,"Action,Crime,Drama",8.4,23971,nm4274575,Hindi,"Gritty,Action-Packed,Intense"
tt4987556,movie,Thani Oruvan,Thani Oruvan,0,2015,,160,"Action,Crime,Drama",8.4,23926,nm1001345,Hindi,"Gritty,Action-Packed,Intense"
tt0499375,movie,Guru,Guru,0,2007,,166,Drama,7.7,26073,nm0711745,Telugu,"Thought-Provoking,Emotional"
tt2571774,tvMiniSeries,Africa,Africa,0,2013,2013.0,50,Documentary,8.9,22525,nm5419661,Hindi,Educational
tt0369672,movie,A Love Song for Bobby Long,A Love Song for Bobby Long,0,2004,,119,Drama,7.1,28078,nm0300015,Hindi,"Thought-Provoking,Emotional"
tt0312081,tvSeries,8 Simple Rules,8 Simple Rules... for Dating My Teenage Daughter,0,2002,2005.0,30,"Comedy,Drama",7.0,28309,nm0927042,Hindi,"Light-Hearted,Emotional,Thought-Provoking"
